url,username,Date,Tweet,hashtag,mentions,likeCount,retweetCount,replyCount
https://twitter.com/matthew_kreklau/status/1623065740071825421,matthew_kreklau,2023-02-07 21:06:42+00:00,Don't miss out.                 gfdh6 gh6,"['TurkeyEarthquake', 'BBTitians', 'TurkeyQuake', 'Turkey', 'PrayForTurkey', 'SidKiara', 'earthquake', 'GRAMMYs', 'Turkiye', 'BBTitansXJameson', 'ครูไพบูลย์', '아이엔의_스물셋도_안아줄게요', 'KiaraSidharthwedding', 'HogwartLegacy', 'الهلال_فلامينغو']",none,1,1,0
https://twitter.com/BircedElif/status/1623065724930387988,BircedElif,2023-02-07 21:06:38+00:00,"Turkey had a huge   which affected 10 cities and caused the death of more than 2000 people. Many people-who are alive- are suffering from cold weather, lack of food and water. If you wanna support, you can donate to local NGOs like   or Akut",['TurkeyEarthquake'],"['', 'ahbap,', 'konusmamizgrk']",3,0,0
https://twitter.com/ChemMsb/status/1623065679531311104,ChemMsb,2023-02-07 21:06:27+00:00,Thank you  🇮🇳🇹🇷,"['india', 'TurkeyEarthquake']",none,5,1,0
https://twitter.com/matthew_kreklau/status/1623065638594834443,matthew_kreklau,2023-02-07 21:06:17+00:00,Don't miss out.                 ghh6,"['TurkeyEarthquake', 'BBTitians', 'TurkeyQuake', 'Turkey', 'PrayForTurkey', 'SidKiara', 'earthquake', 'GRAMMYs', 'Turkiye', 'BBTitansXJameson', 'ครูไพบูลย์', '아이엔의_스물셋도_안아줄게요', 'KiaraSidharthwedding', 'HogwartLegacy', 'الهلال_فلامينغو']",none,1,1,0
https://twitter.com/sams_usa/status/1623065629333807104,sams_usa,2023-02-07 21:06:15+00:00,We’d like to thank  and the Schooner Foundation for their support in the aftermath of the earthquake. They’ve provided suppliers and assistance to our facilities as they continue receiving victims of the attack.   ,"['syriaearthquake', 'Syria_earthquake', 'TurkeyEarthquake']","['', 'DirectRelief']",16,10,0
https://twitter.com/neomortalgirl/status/1623065619766845440,neomortalgirl,2023-02-07 21:06:13+00:00,"Makes me sick.  Why are we supporting Ukraine, Australia??             no more sanctions on ","['Auspol2023', 'TurkeyEarthquake', 'PrayForTurkeyAndSyria', 'UkraineWar', 'Australia', 'nowar', 'Syria']","['', 'AlboMP,', 'dutton,', '7NewsAustralia,', '9NewsQueensland']",2,1,0
https://twitter.com/dulkusal/status/1623065604113702919,dulkusal,2023-02-07 21:06:09+00:00, Thanks for all your support and efforts…🙏I’m so grateful…🙏Will Never forget…,['TurkeyEarthquake'],"['', 'MylonasMakis']",2,0,0
https://twitter.com/mariapet/status/1623065590071177222,mariapet,2023-02-07 21:06:06+00:00,Heartbreaking ,['TurkeyEarthquake'],none,1,0,0
https://twitter.com/The_NewArab/status/1623065357266083840,The_NewArab,2023-02-07 21:05:10+00:00,"In Syria and Turkey, the damage was more profound, with the quake wiping out entire sections of cities 👇 ","['TurkeyEarthquake', 'SyriaEarthquake']",none,1,1,0
https://twitter.com/ScytaleNews/status/1623065313846652947,ScytaleNews,2023-02-07 21:05:00+00:00, to Airdrop $100 USD in  to Users in Turkey Earthquake Regions. Total roughly $5m USD.       ,"['Binance', 'BNB', 'news', 'earthquakes', 'earthquake', 'TurkeyEarthquake', 'TurkeyQuake', 'Turkey', 'turkeyearthquake2023', 'Crypto']",none,2,0,2
https://twitter.com/Khadee_ize/status/1623065295928844288,Khadee_ize,2023-02-07 21:04:56+00:00,Sending love to Everyone around the world🫂❤️..  May Allah give us the heart to bear our loss..Ameen🙏🏽..,['TurkeyEarthquake'],none,5,0,2
https://twitter.com/silaaziyangil/status/1623065278304370690,silaaziyangil,2023-02-07 21:04:52+00:00,Two devastating earthquakes have hit southern Turkey on 6 Feb 23. Thousands of people have been affected. We know that we have everything in our power to help rescue lives. You can support us by wire donations directly to our bank accounts    ,"['TurkeyEarthquake', 'earthquake', 'turkey']",none,4,9,1
https://twitter.com/TommyGunnzLaw/status/1623065232187748372,TommyGunnzLaw,2023-02-07 21:04:41+00:00,Time to put it down💪🏻💯🔥                        ,"['fitness', 'health', 'bhfyp', 'training', 'fitfam', 'bodybuilding', 'fitnessmotivation', 'sport', 'yoga', 'healthyfood', 'goals', 'healthylifestyle', 'running', 'fitspo', 'diet', 'weightloss', 'gymlife', 'strong', 'muscle', 'crossfit', 'instafit', 'TurkeyEarthquake', 'onlyfansFree']",none,4,1,2
